,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.76640385389328,0.5127708911895752,0.8660635948181152,0.312182754278183,4.999999873689376e-05
1,0.8739879727363586,0.3004254698753357,0.910697340965271,0.2212621569633484,4.999999873689376e-05
2,0.9076844453811646,0.22686129808425903,0.9293181896209717,0.1797063946723938,4.999999873689376e-05
3,0.9287612438201904,0.18059225380420685,0.9357950091362,0.17005862295627594,4.999999873689376e-05
4,0.9406945109367371,0.1509857177734375,0.9476574063301086,0.14001554250717163,4.999999873689376e-05
5,0.9505949020385742,0.12728351354599,0.9542398452758789,0.12401692569255829,4.999999873689376e-05
